age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified
52,Private,236180,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.372353739205078,45-54,overtime,1,1,Private
21,Private,118693,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.684304031721197,17-24,standard_40,1,0,Private
31,Private,363130,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,18,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.802518929687606,25-34,part_time,1,0,Private
39,Private,225544,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Poland,<=50K,train,0,0,0,0,0,0,0,0.0,12.326274974557132,35-44,standard_40,0,1,Private
59,Federal-gov,243612,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.403336179568011,55-64,standard_40,1,0,Government
29,Self-emp-not-inc,160786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.987835786687663,25-34,very_high,1,1,Self-employed
49,Private,234320,7th-8th,4,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.364447249160655,45-54,overtime,1,0,Private
34,Private,314646,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.659206654506322,25-34,standard_40,1,1,Private
22,Private,124971,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.73584499119269,17-24,standard_40,1,0,Private
32,Private,209184,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K,train,0,0,0,0,0,0,0,0.0,12.250974306881373,25-34,standard_40,0,1,Private
39,State-gov,121838,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.710455780050136,35-44,standard_40,1,0,Government
46,Private,265275,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.488526072407666,45-54,very_high,1,1,Private
50,Private,71417,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,train,0,0,0,1,3103,1,0,8.04044688130311,11.176305217395935,45-54,standard_40,1,1,Private
34,Private,45522,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.725972971725227,25-34,standard_40,1,0,Private
28,Local-gov,250135,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,55,United-States,<=50K,train,0,1,0,0,-1902,0,1,0.0,12.429760048930024,25-34,very_high,1,1,Government
18,Private,120283,12th,8,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.69761089228612,17-24,reduced,1,0,Private
20,Private,216972,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.28752820081816,17-24,reduced,1,0,Private
20,Private,116791,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.668149853879816,17-24,standard_40,1,0,Private
55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.176981954277059,55-64,standard_40,1,0,Government
22,Private,216134,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.283658491435144,17-24,standard_40,1,0,Private
60,Self-emp-not-inc,143932,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.877103192505068,55-64,standard_40,1,1,Self-employed
40,Private,217120,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.288210080806063,35-44,overtime,1,0,Private
47,State-gov,223944,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.319155764974063,45-54,reduced,1,1,Government
23,Private,185452,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,Canada,<=50K,train,0,0,0,0,0,0,0,0.0,12.130556759653972,17-24,reduced,0,0,Private
57,Local-gov,44273,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.698152876286422,55-64,standard_40,1,0,Government
52,Private,178983,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.095051695352913,45-54,standard_40,1,1,Private
42,Private,219288,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.298145773549221,35-44,standard_40,1,0,Private
25,Private,349190,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.763374329419573,25-34,part_time,1,0,Private
49,Self-emp-inc,158685,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2377,40,United-States,>50K,train,0,0,0,1,-2377,0,1,0.0,11.974682685861989,45-54,standard_40,1,1,Self-employed
41,Federal-gov,57924,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.966904349300577,35-44,standard_40,1,0,Government
40,State-gov,270324,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.507380217813738,35-44,reduced,1,1,Government
38,Private,33001,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,10.40432344467275,35-44,very_high,1,1,Private
58,Private,204021,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Canada,<=50K,train,0,0,0,0,0,0,0,0.0,12.225983110148956,55-64,standard_40,0,0,Private
26,Private,192506,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.167887795685198,25-34,reduced,1,0,Private
57,Private,372967,10th,6,Divorced,Adm-clerical,Other-relative,White,Female,0,0,70,Germany,<=50K,train,0,1,0,0,0,0,0,0.0,12.829247904060985,55-64,very_high,0,0,Private
28,Private,273929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,60,United-States,<=50K,train,0,1,0,0,-1628,0,1,0.0,12.520627878278496,25-34,very_high,1,1,Private
42,Private,195821,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.184961362317248,35-44,standard_40,1,0,Private
28,Private,56179,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,55,United-States,<=50K,train,0,1,0,0,2174,1,0,7.684783943522785,10.936316100658235,25-34,very_high,1,0,Private
17,Unknown,127003,9th,5,Never-married,Unknown,Own-child,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.75197386100773,17-24,standard_40,1,0,Unpaid/Unknown
39,Self-emp-not-inc,124090,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.72877044640329,35-44,standard_40,1,1,Self-employed
28,Private,199600,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.20407565286699,25-34,standard_40,1,1,Private
42,Private,255847,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,48,United-States,>50K,train,0,0,0,1,4386,1,0,8.386400901166214,12.452338797122364,35-44,overtime,1,1,Private
51,Self-emp-not-inc,218311,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.29368051125169,45-54,overtime,1,0,Self-employed
27,Private,167336,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.027765022116283,25-34,standard_40,1,0,Private
41,Private,59938,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.001082657381469,35-44,overtime,1,0,Private
28,Private,263728,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.482677339749424,25-34,standard_40,1,1,Private
54,Self-emp-not-inc,278230,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Female,10520,0,30,United-States,>50K,train,0,1,0,1,10520,1,0,9.261128538808288,12.536206982888999,45-54,reduced,1,0,Self-employed
73,Unknown,180603,HS-grad,9,Widowed,Unknown,Not-in-family,White,Female,0,0,8,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.104062068113992,65+,part_time,1,0,Unpaid/Unknown
49,Private,43910,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.689920137152056,45-54,reduced,1,1,Private
47,Private,190139,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.155515921913022,45-54,standard_40,1,1,Private
27,Private,109001,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.5991215096668,25-34,overtime,1,1,Private
42,Local-gov,159931,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.982504003877867,35-44,overtime,1,1,Government
32,Private,194987,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.180693297190777,25-34,standard_40,1,1,Private
32,Local-gov,87310,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.377231736181022,25-34,overtime,1,1,Government
27,Private,133937,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.805132285293427,25-34,standard_40,1,0,Private
29,Private,207064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.240788032618626,25-34,standard_40,1,1,Private
22,Private,36011,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.491607495228367,17-24,reduced,1,0,Private
41,Federal-gov,168294,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States,>50K,train,0,0,0,1,5178,1,0,8.552367266423891,12.033473670884343,35-44,standard_40,1,1,Government
49,Local-gov,194895,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,12.18022136193974,45-54,standard_40,1,1,Government
58,Self-emp-not-inc,49884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.817475635347607,55-64,overtime,1,1,Self-employed
41,Self-emp-not-inc,27305,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,40,United-States,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,10.214861737244696,35-44,standard_40,1,1,Self-employed
26,Private,229977,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.345738931156458,25-34,reduced,1,1,Private
21,Private,64520,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.074746031189092,17-24,very_high,1,0,Private
32,Unknown,134886,HS-grad,9,Married-civ-spouse,Unknown,Wife,White,Female,0,0,2,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.812192669872422,25-34,part_time,1,1,Unpaid/Unknown
37,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.629312181737502,35-44,overtime,1,1,Private
23,Private,202284,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.217432873100808,17-24,part_time,1,0,Private
42,Self-emp-not-inc,99185,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.504752154281068,35-44,standard_40,1,1,Self-employed
25,Private,159662,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,26,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.98082062295186,25-34,reduced,1,1,Private
67,Private,197865,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.195345312889286,65+,standard_40,1,0,Private
41,Local-gov,175149,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.073398028625633,35-44,standard_40,1,0,Government
49,Local-gov,349633,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.76464217203923,45-54,overtime,1,1,Government
36,Private,135293,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,45,Unknown,<=50K,train,0,0,0,0,1506,1,0,7.317876198626496,11.815205467277567,35-44,overtime,0,0,Private
18,Private,242893,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.400380413161916,17-24,reduced,1,0,Private
25,Private,218667,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.295309876800502,25-34,standard_40,1,1,Private
43,State-gov,144811,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.883191628428158,35-44,overtime,1,0,Government
38,Private,146091,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999,0,36,United-States,>50K,train,1,0,0,1,99999,1,0,11.512925464970229,11.891991839223827,35-44,standard_40,1,1,Private
21,Private,206861,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,Unknown,<=50K,train,0,1,0,0,0,0,0,0.0,12.239807183259803,17-24,part_time,0,0,Private
65,Self-emp-not-inc,226215,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.329245574026473,65+,part_time,1,1,Self-employed
66,Private,114447,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.647875850348164,65+,reduced,1,0,Private
33,Private,124187,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.729551825456173,25-34,very_high,1,0,Private
51,Private,147954,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3411,0,38,United-States,<=50K,train,0,0,0,0,3411,1,0,8.13505390861157,11.904663452458392,45-54,standard_40,1,1,Private
27,Self-emp-inc,64379,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K,train,0,0,0,0,-1740,0,1,0.0,11.0725583048528,25-34,standard_40,1,1,Self-employed
17,Private,156501,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.960824068433404,17-24,part_time,1,0,Private
32,Private,207668,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K,train,0,0,0,1,15024,1,0,9.617470759403409,12.243700744993413,25-34,overtime,1,1,Private
61,Unknown,161279,HS-grad,9,Widowed,Unknown,Not-in-family,White,Female,0,0,36,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.990897263865142,55-64,standard_40,1,0,Unpaid/Unknown
38,Private,225707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,>50K,train,0,0,0,1,0,0,0,0.0,12.326997407458805,35-44,standard_40,0,1,Private
43,Local-gov,115603,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.6579258366979,35-44,standard_40,1,0,Government
40,State-gov,506329,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K,train,0,0,0,1,0,0,0,0.0,13.134943909609659,35-44,standard_40,0,1,Government
63,Private,275034,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1740,35,United-States,<=50K,train,0,0,0,0,-1740,0,1,0.0,12.524653641277494,55-64,reduced,1,1,Private
76,Unknown,172637,Some-college,10,Married-civ-spouse,Unknown,Husband,White,Male,0,0,20,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.058952195624116,65+,part_time,1,1,Unpaid/Unknown
42,Private,56483,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.941712691189142,35-44,standard_40,1,0,Private
43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.88296372079192,35-44,standard_40,1,0,Government
76,Self-emp-not-inc,33213,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,Unknown,>50K,train,0,1,0,1,0,0,0,0.0,10.4107267527667,65+,reduced,0,1,Self-employed
41,Local-gov,297248,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,>50K,train,0,0,0,1,-2415,0,1,0.0,12.602325450375798,35-44,overtime,1,1,Government
17,Private,137042,10th,6,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.828050024176951,17-24,part_time,1,0,Private
30,Self-emp-not-inc,33308,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.413582909722376,25-34,standard_40,1,0,Self-employed
30,Private,158420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Iran,<=50K,train,0,0,0,0,0,0,0,0.0,11.97301132533265,25-34,overtime,0,0,Private
22,Private,41763,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.63979000341,17-24,reduced,1,0,Private
53,Unknown,220640,Bachelors,13,Divorced,Unknown,Other-relative,Other,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.304292225286618,45-54,part_time,1,0,Unpaid/Unknown
28,Private,149734,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,52,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.916622344015744,25-34,very_high,1,0,Private
25,Unknown,262245,Assoc-voc,11,Never-married,Unknown,Own-child,White,Female,3418,0,40,United-States,<=50K,train,0,0,0,0,3418,1,0,8.137103389639302,12.477038273520677,25-34,standard_40,1,0,Unpaid/Unknown
24,Private,349691,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.764808046038288,17-24,standard_40,1,0,Private
47,Private,185385,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.130195416857077,45-54,standard_40,1,1,Private
34,Self-emp-not-inc,174463,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.06947369561615,25-34,overtime,1,0,Self-employed
26,Private,236068,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.371879414156481,25-34,part_time,1,0,Private
63,Unknown,445168,Bachelors,13,Widowed,Unknown,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,13.006209264332897,55-64,very_high,1,0,Unpaid/Unknown
25,Private,91334,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.422289344710784,25-34,very_high,1,1,Private
28,Private,33895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.431052292306395,25-34,overtime,1,0,Private
36,Private,214816,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.277541781874373,35-44,standard_40,1,0,Private
24,Private,229773,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.34485149613328,17-24,standard_40,1,0,Private
51,Self-emp-inc,166386,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,<=50K,train,0,0,0,0,0,0,0,0.0,12.022071679317328,45-54,reduced,0,1,Self-employed
44,Private,266135,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.491762735301162,35-44,overtime,1,1,Private
18,Private,300379,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.612803618759571,17-24,part_time,1,0,Private
54,Federal-gov,392502,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.880299459487492,45-54,standard_40,1,1,Government
61,Private,73809,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.209249502764099,55-64,standard_40,1,0,Private
51,Private,193720,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.174174258593455,45-54,overtime,1,1,Private
43,Private,316183,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.664079601591725,35-44,standard_40,1,1,Private
51,Private,162944,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.00116799953596,45-54,standard_40,1,1,Private
50,Local-gov,186888,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.138270136708956,45-54,standard_40,1,1,Government
27,Unknown,330132,HS-grad,9,Never-married,Unknown,Not-in-family,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.707250882550795,25-34,reduced,1,0,Unpaid/Unknown
24,Private,192017,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.165344396615662,17-24,reduced,1,1,Private
20,State-gov,161978,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.995221976182245,17-24,part_time,1,1,Government
52,Private,202930,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.220621298766492,45-54,standard_40,1,0,Private
57,Local-gov,323309,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.686366894258986,55-64,standard_40,1,0,Government
49,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.192647936007416,45-54,very_high,1,1,Self-employed
42,Self-emp-inc,204033,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,12.226041925605674,35-44,reduced,0,1,Self-employed
22,Private,271274,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.510888345488409,17-24,standard_40,1,0,Private
38,Private,174242,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.06820615564942,35-44,standard_40,1,1,Private
21,Private,209483,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.252402643112779,17-24,part_time,1,0,Private
39,Federal-gov,99146,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,60,United-States,>50K,train,0,1,0,1,-1887,0,1,0.0,11.504358876304103,35-44,very_high,1,1,Government
52,Self-emp-not-inc,102346,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.536124279472752,45-54,reduced,1,0,Self-employed
25,Private,181666,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.109930619837973,25-34,standard_40,1,0,Private
50,Private,207367,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,Cuba,<=50K,train,0,0,0,0,0,0,0,0.0,12.242250271648762,45-54,standard_40,0,1,Private
35,State-gov,82622,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.322043371112159,35-44,very_high,1,1,Government
50,Private,202296,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.217492193584683,45-54,standard_40,1,0,Private
