age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified,workclass_code,education_code,marital_status_code,occupation_code,relationship_code,race_code,sex_code,native_country_code,age_group_code,hours_group_code,workclass_simplified_code,age_z,education_num_z,hours_per_week_z,log_capital_gain_z,log_fnlwgt_z,net_capital_z
37,Self-emp-not-inc,174308,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.068584865286942,35-44,standard_40,1,1,Self-employed,5,11,2,2,0,4,1,38,2,3,2,-0.12016663230755356,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.1356780600537522,-0.13268256725509925
32,Private,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.187618408746772,25-34,standard_40,1,0,Private,3,10,4,9,1,4,1,38,1,3,1,-0.4848941495206935,2.303806016596011,-0.03430365770752064,-0.2980141118316148,0.32440071120215835,-0.13268256725509925
55,Private,223594,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,Puerto-Rico,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,12.317591658653491,55-64,standard_40,0,1,Private,3,15,2,2,0,2,1,32,4,3,1,1.19285242965975,-0.030615176983380503,-0.03430365770752064,3.359843642442008,0.5304678044585064,0.8954472997407225
30,Private,149787,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.916976240047456,25-34,standard_40,1,1,Private,3,15,2,5,0,4,1,38,1,3,1,-0.6307851564059495,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.1046910061819065,-0.13268256725509925
68,Private,124686,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.733561876033217,65+,part_time,1,0,Private,3,5,6,6,1,4,0,38,5,1,1,2.1411439744139136,-2.365036370562772,-2.4554494698492415,-0.2980141118316148,-0.3954867266936389,-0.13268256725509925
45,Private,50163,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.82305291694394,45-54,reduced,1,0,Private,3,11,0,7,1,4,0,38,3,2,1,0.46339739523347023,-0.4196853759132791,-0.8413522617547609,-0.2980141118316148,-1.8390601906029318,-0.13268256725509925
26,Private,175789,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.077045379793937,25-34,standard_40,1,0,Private,3,11,0,5,3,4,0,38,1,3,1,-0.9225671701764613,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.14909184814600052,-0.13268256725509925
22,Private,218215,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.293240676915529,17-24,standard_40,1,0,Private,3,15,4,3,3,4,0,38,0,3,1,-1.2143491839469733,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.4918603523229199,-0.13268256725509925
22,Private,166371,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.02198152397962,17-24,standard_40,1,0,Private,3,15,4,2,3,4,1,38,0,3,1,-1.2143491839469733,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.06179043251404309,-0.13268256725509925
36,Private,169469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,12.040431198987417,35-44,standard_40,1,1,Private,3,15,2,3,0,4,1,38,2,3,1,-0.19311213575018155,-0.030615176983380503,-0.03430365770752064,3.3385636319847944,0.09104161229995561,0.8432919084649199
52,Private,145081,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.885054378799476,45-54,standard_40,1,0,Private,3,5,4,6,1,2,0,38,3,3,1,0.9740159193318662,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,-0.15530176773033857,-0.13268256725509925
68,Private,214521,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.276167576193435,65+,part_time,1,0,Private,3,14,6,9,4,4,0,38,5,1,1,2.1411439744139136,1.9147358176661124,-1.9712203074208972,-0.2980141118316148,0.4647916728738818,-0.13268256725509925
26,Local-gov,287233,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.56805249355044,25-34,standard_40,1,1,Government,1,9,2,9,5,2,0,38,1,3,0,-0.9225671701764613,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.9275628702417631,-0.13268256725509925
52,Private,201310,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,12.212606254943653,45-54,standard_40,0,0,Private,3,9,0,3,1,4,1,39,3,3,1,0.9740159193318662,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.36401788501464255,-0.13268256725509925
46,Self-emp-not-inc,197836,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,train,0,0,0,0,-1672,0,1,0.0,12.195198738311625,45-54,overtime,1,1,Self-employed,5,11,2,4,0,4,1,38,3,0,2,0.5363428986760982,-0.4196853759132791,0.7727449463397196,-0.2980141118316148,0.336419003277454,-0.35628209087854024
53,Private,158294,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,11.9722156597733,45-54,standard_40,1,1,Private,3,12,2,9,0,4,1,38,3,3,1,1.046961422774494,1.5256656187362139,-0.03430365770752064,3.3385636319847944,-0.0171112413899858,0.8432919084649199
17,Private,127366,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.754827961879394,17-24,part_time,1,0,Private,3,1,4,11,3,4,0,38,0,1,1,-1.5790767011601132,-1.1978257737730762,-2.6168591906586895,-0.2980141118316148,-0.36177024658402573,-0.13268256725509925
29,Private,203697,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,75,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.224393783806363,25-34,very_high,1,1,Private,3,9,2,9,3,4,1,38,1,4,1,-0.7037306598485774,1.1365954198063153,2.79036645645782,-0.2980141118316148,0.382706513722144,-0.13268256725509925
41,Private,168730,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.036061009803161,35-44,overtime,1,1,Private,3,15,2,11,0,4,1,38,2,0,1,0.17161538146295835,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,0.08411286209307689,-0.13268256725509925
45,Private,165232,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,<=50K,train,0,0,0,0,0,0,0,0.0,12.015111877989318,45-54,standard_40,0,0,Private,3,15,0,12,1,2,0,37,3,3,1,0.46339739523347023,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.05089889920285908,-0.13268256725509925
57,Private,175942,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.077915357928772,55-64,overtime,1,0,Private,3,15,0,3,1,4,0,38,4,0,1,1.338743436545006,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,0.1504711617014492,-0.13268256725509925
30,Federal-gov,356689,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Japan,<=50K,train,0,1,0,0,0,0,0,0.0,12.784622336190896,25-34,reduced,0,1,Government,0,9,2,0,0,4,1,23,1,2,0,-0.6307851564059495,1.1365954198063153,-0.8413522617547609,-0.2980141118316148,1.2709252005053582,-0.13268256725509925
46,Private,132912,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.797450057825678,45-54,overtime,1,1,Private,3,11,2,11,0,4,1,38,3,0,1,0.5363428986760982,-0.4196853759132791,0.36922064431609947,-0.2980141118316148,-0.29419471526163954,-0.13268256725509925
45,Private,187226,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.140077063394601,45-54,standard_40,1,1,Private,3,7,2,5,0,4,1,38,3,3,1,0.46339739523347023,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,0.24902591790239054,-0.13268256725509925
59,Unknown,254765,Some-college,10,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.448100755785923,55-64,standard_40,1,1,Unpaid/Unknown,7,15,2,14,0,4,1,38,4,3,3,1.4846344434302619,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.7373844608388924,-0.13268256725509925
40,Private,202565,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.21882103835234,35-44,very_high,1,1,Private,3,7,2,11,0,4,1,38,2,4,1,0.09866987802033036,0.7475252208764167,0.9341546671491676,-0.2980141118316148,0.37387116138624266,-0.13268256725509925
38,State-gov,103925,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,2036,0,20,United-States,<=50K,train,0,1,0,0,2036,1,0,7.619233416226805,11.551434386398336,35-44,part_time,1,0,Government,6,11,0,7,4,4,0,38,2,1,0,-0.04722112886492559,-0.4196853759132791,-1.648400865802001,2.816814466456025,-0.6842421622780462,0.13959532155909077
22,Private,112164,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,11.627726280447407,17-24,standard_40,0,0,Private,3,15,4,3,3,4,0,39,0,3,1,-1.2143491839469733,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.5632845894159665,-0.13268256725509925
59,Self-emp-not-inc,70623,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.165125309056464,55-64,very_high,1,1,Self-employed,5,5,2,11,0,4,1,38,4,4,2,1.4846344434302619,-2.365036370562772,3.5974150605050603,-0.2980141118316148,-1.2967188736283726,-0.13268256725509925
36,Private,102729,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.53985946621031,35-44,standard_40,1,0,Private,3,15,4,2,1,4,1,38,2,3,1,-0.19311213575018155,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.7025937089196261,-0.13268256725509925
40,Private,558944,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,1,0,0,0,0,0.0,13.233806357314513,35-44,standard_40,1,0,Private,3,5,4,4,3,4,1,38,2,3,1,0.09866987802033036,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,1.9830874772551745,-0.13268256725509925
18,Private,256967,10th,6,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.456706842506216,17-24,standard_40,1,0,Private,3,0,4,11,2,2,0,38,0,3,1,-1.5061311977174852,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,0.7510290475214269,-0.13268256725509925
62,Unknown,144583,HS-grad,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.881615932515475,55-64,standard_40,1,1,Unpaid/Unknown,7,11,2,14,0,4,1,38,4,3,3,1.7034709537581458,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.1607532789572309,-0.13268256725509925
63,Private,102412,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.536768936654678,55-64,standard_40,1,0,Private,3,11,0,11,1,4,0,38,4,3,1,1.776416457200774,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.7074936128814714,-0.13268256725509925
29,Private,159788,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.981609473899946,25-34,very_high,1,0,Private,3,12,4,9,1,4,0,38,1,4,1,-0.7037306598485774,1.5256656187362139,3.1938907584814404,-0.2980141118316148,-0.002217746204955773,-0.13268256725509925
27,Private,55743,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,10.928525060212175,25-34,overtime,1,1,Private,3,9,2,3,5,2,0,38,1,0,1,-0.8496216667338333,1.1365954198063153,0.36922064431609947,-0.2980141118316148,-1.6718385661655883,-0.13268256725509925
47,State-gov,148171,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,France,>50K,train,0,0,0,1,0,0,0,0.0,11.906129040120726,45-54,overtime,0,0,Government,6,10,0,9,4,4,1,9,3,0,0,0.6092884021187263,2.303806016596011,0.7727449463397196,-0.2980141118316148,-0.12188878311274293,-0.13268256725509925
20,Local-gov,271354,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.511183205708372,17-24,standard_40,1,0,Government,1,11,4,0,3,4,1,38,0,3,0,-1.3602401908322292,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.8373990184523836,-0.13268256725509925
48,Private,98524,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.498065602063205,45-54,overtime,1,1,Private,3,7,2,2,0,4,1,38,3,0,1,0.6822339055613542,0.7475252208764167,0.36922064431609947,-0.2980141118316148,-0.7688561137369674,-0.13268256725509925
29,Private,272913,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K,train,0,1,0,0,0,0,0,0.0,12.516912006223386,25-34,reduced,0,1,Private,3,11,2,0,0,4,1,25,1,2,1,-0.7037306598485774,-0.4196853759132791,-0.8413522617547609,-0.2980141118316148,0.8464817894904365,-0.13268256725509925
22,Private,324445,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.6898743914173,17-24,standard_40,1,0,Private,3,11,4,12,1,4,0,38,0,3,1,-1.2143491839469733,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,1.120706339428017,-0.13268256725509925
42,Private,155469,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.954208065943787,35-44,reduced,1,0,Private,3,7,6,12,4,4,0,38,2,2,1,0.24456088490558633,0.7475252208764167,-1.325581424183105,-0.2980141118316148,-0.045661520156207315,-0.13268256725509925
36,Private,102945,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.541959857888576,35-44,standard_40,1,0,Private,3,8,0,2,1,4,1,38,2,3,1,-0.19311213575018155,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,-0.6992636267053939,-0.13268256725509925
60,Private,291904,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.584183685849323,55-64,standard_40,1,0,Private,3,0,0,7,1,2,0,38,4,3,1,1.55757994687289,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,0.9531381937039056,-0.13268256725509925
41,Federal-gov,186601,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.136733285451553,35-44,standard_40,1,0,Government,0,11,5,3,1,2,0,38,2,3,0,0.17161538146295835,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.24372449932808327,-0.13268256725509925
43,Private,172401,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.057584238072513,35-44,standard_40,1,1,Private,3,11,2,11,0,4,1,38,2,3,1,0.3175063883482143,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.11823703064423162,-0.13268256725509925
33,Private,193285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.17192623629312,25-34,standard_40,1,1,Private,3,9,2,9,0,4,1,38,1,3,1,-0.4119486460780655,1.1365954198063153,-0.19571337851696868,-0.2980141118316148,0.29952143514556734,-0.13268256725509925
34,Private,176244,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.079630351477787,25-34,standard_40,1,1,Private,3,5,2,7,5,4,0,38,1,3,1,-0.3390031426354375,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,0.15319021147401854,-0.13268256725509925
32,Private,117779,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.676573756498561,25-34,reduced,1,0,Private,3,11,4,13,3,4,0,38,1,2,1,-0.4848941495206935,-0.4196853759132791,-0.43782795973114075,-0.2980141118316148,-0.4858389811081442,-0.13268256725509925
22,Unknown,34616,Some-college,10,Never-married,Unknown,Own-child,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.452100169862778,17-24,part_time,1,0,Unpaid/Unknown,7,15,4,14,3,4,0,38,0,1,3,-1.2143491839469733,-0.030615176983380503,-1.648400865802001,-0.2980141118316148,-2.427190089496232,-0.13268256725509925
52,Private,169182,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,25,Puerto-Rico,<=50K,train,0,1,0,0,0,0,0,0.0,12.03873624829329,45-54,reduced,0,0,Private,3,6,6,7,1,4,0,32,3,2,1,0.9740159193318662,-1.9759661716328734,-1.244876563778381,-0.2980141118316148,0.08835433962652339,-0.13268256725509925
27,Private,180758,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.104919931312525,25-34,standard_40,1,0,Private,3,7,4,11,1,4,1,38,1,3,1,-0.8496216667338333,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,0.1932857712138793,-0.13268256725509925
60,Local-gov,141637,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.861029785821149,55-64,standard_40,1,1,Government,1,12,2,9,0,4,1,38,4,3,0,1.55757994687289,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.19339174428523526,-0.13268256725509925
41,Self-emp-not-inc,169023,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,12.037795995656804,35-44,standard_40,1,1,Self-employed,5,9,2,0,5,4,0,38,2,3,2,0.17161538146295835,1.1365954198063153,-0.03430365770752064,3.359843642442008,0.08686360881948177,0.8954472997407225
34,Self-emp-not-inc,101266,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,62,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.52551587210952,25-34,very_high,1,0,Self-employed,5,9,4,11,1,4,1,38,1,4,2,-0.3390031426354375,1.1365954198063153,1.7412032711964078,-0.2980141118316148,-0.7253348710073637,-0.13268256725509925
30,Private,164190,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.008785663292429,25-34,standard_40,1,1,Private,3,11,2,3,0,4,1,38,1,3,1,-0.6307851564059495,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.04086895323444518,-0.13268256725509925
35,Private,142282,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.865573311024246,35-44,reduced,1,0,Private,3,15,5,7,4,4,0,38,2,2,1,-0.2660576391928095,-0.030615176983380503,-1.244876563778381,-0.2980141118316148,-0.18618817714806582,-0.13268256725509925
39,Federal-gov,103984,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.55200193695202,35-44,standard_40,1,0,Government,0,9,0,3,4,2,0,38,2,3,0,0.025724374577702387,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,-0.683342334867731,-0.13268256725509925
64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.142077976478244,55-64,standard_40,1,0,Private,3,15,6,0,1,4,0,38,4,3,1,1.8493619606434017,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.2521982810101905,-0.13268256725509925
17,Self-emp-not-inc,36218,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.497339122000497,17-24,part_time,1,0,Self-employed,5,1,4,4,3,4,1,38,0,1,2,-1.5790767011601132,-1.1978257737730762,-1.648400865802001,-0.2980141118316148,-2.3554656433069328,-0.13268256725509925
29,State-gov,106334,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Unknown,<=50K,train,0,0,0,0,0,0,0,0.0,11.574349766957228,25-34,standard_40,0,0,Government,6,12,4,3,1,4,1,39,1,3,0,-0.7037306598485774,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.6479107951234743,-0.13268256725509925
37,Local-gov,249392,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.426785244472509,35-44,standard_40,1,1,Government,1,8,2,10,0,4,1,38,2,3,0,-0.12016663230755356,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.70358961874038,-0.13268256725509925
43,Self-emp-not-inc,110355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.611466782658045,35-44,overtime,1,1,Self-employed,5,11,2,13,0,4,1,38,2,0,2,0.3175063883482143,-0.4196853759132791,0.36922064431609947,-0.2980141118316148,-0.5890633358092929,-0.13268256725509925
30,Self-emp-not-inc,117944,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.677973693093726,25-34,reduced,1,1,Self-employed,5,11,2,9,0,4,1,38,1,2,2,-0.6307851564059495,-0.4196853759132791,-1.244876563778381,-0.2980141118316148,-0.48361944081723124,-0.13268256725509925
17,Private,163836,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.006627310118764,17-24,part_time,1,0,Private,3,0,4,11,3,4,0,38,0,1,1,-1.5790767011601132,-1.5868959727029748,-2.2940397490397935,-0.2980141118316148,0.037446975519516916,-0.13268256725509925
29,Private,145592,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,<=50K,train,0,0,0,0,0,0,0,0.0,11.888570336665913,25-34,standard_40,0,0,Private,3,11,4,2,1,4,1,12,1,3,1,-0.7037306598485774,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.1497273651662075,-0.13268256725509925
24,Private,108495,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,India,<=50K,train,0,0,0,0,0,0,0,0.0,11.594468584923623,17-24,standard_40,0,0,Private,3,15,4,0,3,4,1,18,0,3,1,-1.0684581770617172,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.6160132597378155,-0.13268256725509925
27,Self-emp-not-inc,212041,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.264539647239866,25-34,overtime,1,0,Self-employed,5,9,4,11,1,4,1,38,1,0,2,-0.8496216667338333,1.1365954198063153,0.7727449463397196,-0.2980141118316148,0.4463560830754195,-0.13268256725509925
69,Self-emp-inc,182451,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.114242403711884,65+,standard_40,1,0,Self-employed,4,9,5,3,1,4,1,38,5,3,2,2.214089477856542,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.20806615710618645,-0.13268256725509925
30,Private,124020,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.728206185086972,25-34,standard_40,1,1,Private,3,11,3,0,1,4,1,38,1,3,1,-0.6307851564059495,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.40397794828319117,-0.13268256725509925
29,Private,199116,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,train,0,0,0,0,0,0,0,0.0,12.201647870636293,25-34,standard_40,0,1,Private,3,11,2,6,0,4,1,32,1,3,1,-0.7037306598485774,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.34664382994850956,-0.13268256725509925
17,Unknown,144114,10th,6,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.878366870949073,17-24,standard_40,1,0,Unpaid/Unknown,7,0,4,14,3,4,1,38,0,3,3,-1.5790767011601132,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,-0.1659045287203929,-0.13268256725509925
61,Private,107438,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1651,40,United-States,<=50K,train,0,0,0,0,-1651,0,1,0.0,11.584678523633327,55-64,standard_40,1,1,Private,3,5,2,13,0,2,1,38,4,3,1,1.630525450315518,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,-0.6315349880499159,-0.353473723655997
70,Private,405362,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.912538240951298,65+,standard_40,1,0,Private,3,5,6,7,4,2,0,38,5,3,1,2.2870349812991697,-2.365036370562772,-0.19571337851696868,-0.2980141118316148,1.473730460004137,-0.13268256725509925
32,Private,175856,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K,train,0,0,0,1,-1902,0,1,0.0,12.077426443763262,25-34,standard_40,1,1,Private,3,9,2,12,0,4,1,38,1,3,1,-0.4848941495206935,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.1496960089603209,-0.38704039855401356
